21.75, -67.80, 62.40
21.75, -67.80, 62.40
20.10, -69.30, 61.80
20.10, -69.30, 61.80
20.10, -69.30, 61.80
21.90, -68.85, 60.75
21.90, -68.85, 60.75
21.90, -68.85, 60.75
21.00, -68.25, 61.20
21.00, -68.25, 61.20
21.00, -68.25, 61.20
21.45, -68.70, 60.45
21.45, -68.70, 60.45
21.45, -68.70, 60.45
21.15, -68.40, 61.50
21.15, -68.40, 61.50
21.15, -68.40, 61.50
20.55, -69.75, 61.20
20.55, -69.75, 61.20
20.55, -69.75, 61.20
20.55, -69.75, 61.20
20.55, -69.75, 61.20
20.55, -69.75, 61.20
20.55, -69.75, 61.20
21.45, -68.25, 61.95
21.45, -68.25, 61.95
21.45, -68.25, 61.95
21.90, -68.40, 61.80
21.90, -68.40, 61.80
21.90, -68.40, 61.80
21.90, -68.40, 61.80
21.90, -68.40, 61.80
21.90, -68.40, 61.80
22.95, -68.70, 62.70
22.95, -68.70, 62.70
22.95, -68.70, 62.70
22.65, -69.30, 63.75
22.65, -69.30, 63.75
22.65, -69.30, 63.75
23.25, -67.80, 64.65
23.25, -67.80, 64.65
23.25, -67.80, 64.65
24.30, -69.30, 64.05
24.30, -69.30, 64.05
24.30, -69.30, 64.05
26.70, -68.25, 64.20
26.70, -68.25, 64.20
26.70, -68.25, 64.20
24.60, -68.10, 65.55
24.60, -68.10, 65.55
24.60, -68.10, 65.55
26.85, -68.10, 64.05
26.85, -68.10, 64.05
26.85, -68.10, 64.05
26.85, -68.10, 64.05
26.85, -68.10, 64.05
26.85, -68.10, 64.05
27.00, -69.00, 64.95
27.00, -69.00, 64.95
27.00, -69.00, 64.95
27.30, -68.10, 65.55
27.30, -68.10, 65.55
27.30, -68.10, 65.55
27.30, -68.10, 65.55
27.30, -68.10, 65.55
27.30, -68.10, 65.55
28.35, -70.05, 65.25
28.35, -70.05, 65.25
28.35, -70.05, 65.25
28.35, -69.30, 65.25
28.35, -69.30, 65.25
28.35, -69.30, 65.25
28.35, -69.30, 65.25
28.35, -69.30, 65.25
28.35, -69.30, 65.25
28.35, -69.30, 65.25
29.10, -67.65, 66.30
29.10, -67.65, 66.30
29.10, -67.65, 66.30
30.15, -68.25, 65.70
30.15, -68.25, 65.70
30.15, -68.25, 65.70
29.85, -68.10, 66.75
29.85, -68.10, 66.75
29.85, -68.10, 66.75
30.15, -69.00, 68.70
30.15, -69.00, 68.70
30.15, -69.00, 68.70
31.05, -70.35, 67.50
31.05, -70.35, 67.50
31.05, -70.35, 67.50
28.95, -69.45, 67.65
28.95, -69.45, 67.65
28.95, -69.45, 67.65
31.20, -67.05, 67.20
31.20, -67.05, 67.20
31.20, -67.05, 67.20
31.20, -67.05, 67.20
31.20, -67.05, 67.20
31.20, -67.05, 67.20
31.20, -68.25, 66.15
31.20, -68.25, 66.15
31.20, -68.25, 66.15
31.80, -68.10, 67.80
31.80, -68.10, 67.80
31.80, -68.10, 67.80
31.80, -68.10, 67.80
31.80, -68.10, 67.80
31.80, -68.10, 67.80
33.60, -69.00, 67.65
33.60, -69.00, 67.65
33.60, -69.00, 67.65
33.60, -69.00, 67.20
33.60, -69.00, 67.20
33.60, -69.00, 67.20
33.60, -69.00, 67.20
33.60, -69.00, 67.20
33.60, -69.00, 67.20
33.60, -69.00, 67.20
33.90, -69.00, 68.70
33.90, -69.00, 68.70
33.90, -69.00, 68.70
34.65, -67.50, 67.20
34.65, -67.50, 67.20
34.65, -67.50, 67.20
35.85, -68.25, 67.20
35.85, -68.25, 67.20
35.85, -68.25, 67.20
37.50, -68.10, 69.30
37.50, -68.10, 69.30
37.50, -68.10, 69.30
38.70, -67.65, 69.30
38.70, -67.65, 69.30
38.70, -67.65, 69.30
39.60, -67.80, 69.15
39.60, -67.80, 69.15
39.60, -67.80, 69.15
39.15, -66.60, 69.45
39.15, -66.60, 69.45
39.15, -66.60, 69.45
39.15, -66.60, 69.45
39.15, -66.60, 69.45
39.15, -66.60, 69.45
42.60, -68.25, 67.95
42.60, -68.25, 67.95
42.60, -68.25, 67.95
42.60, -68.70, 69.45
42.60, -68.70, 69.45
42.60, -68.70, 69.45
42.60, -68.70, 69.45
42.60, -68.70, 69.45
42.60, -68.70, 69.45
44.70, -67.65, 69.30
44.70, -67.65, 69.30
44.70, -67.65, 69.30
44.85, -69.75, 68.40
44.85, -69.75, 68.40
44.85, -69.75, 68.40
44.85, -69.75, 68.40
44.85, -69.75, 68.40
44.85, -69.75, 68.40
44.85, -69.75, 68.40
48.15, -68.85, 69.00
48.15, -68.85, 69.00
49.50, -69.75, 69.00
49.50, -69.75, 69.15
49.50, -69.75, 69.15
49.50, -69.75, 69.15
49.35, -69.30, 67.80
49.35, -69.30, 67.80
49.35, -69.30, 67.80
52.50, -67.50, 67.20
52.50, -67.50, 67.20
52.50, -67.50, 67.20
51.60, -68.10, 66.00
51.60, -68.10, 66.00
51.60, -68.10, 66.00
53.70, -68.70, 65.40
53.70, -68.70, 65.40
53.70, -68.70, 65.40
53.85, -67.20, 66.30
53.85, -67.20, 66.30
53.85, -67.20, 66.30
53.85, -67.20, 66.30
53.85, -67.20, 66.30
53.85, -67.20, 66.30
56.85, -68.85, 65.25
56.85, -68.85, 65.25
56.85, -68.85, 65.25
59.10, -68.40, 64.80
59.10, -68.40, 64.80
59.10, -68.40, 64.80
59.10, -68.40, 64.80
59.10, -68.40, 64.80
59.10, -68.40, 64.80
57.90, -68.70, 64.65
57.90, -68.70, 64.65
57.90, -68.70, 64.65
58.80, -68.40, 64.05
58.80, -68.40, 64.05
58.80, -68.40, 64.05
58.80, -68.40, 64.05
58.80, -68.40, 64.05
58.80, -68.40, 64.05
61.05, -67.20, 64.05
61.05, -67.20, 62.25
61.05, -67.20, 62.25
61.50, -70.35, 63.30
61.50, -70.35, 63.30
61.50, -70.35, 63.30
61.50, -70.35, 63.30
63.30, -68.40, 60.75
63.30, -68.40, 60.75
63.30, -68.40, 60.75
61.95, -69.00, 60.45
61.95, -69.00, 60.45
61.95, -69.00, 60.45
62.70, -68.70, 60.15
62.70, -68.70, 60.15
62.70, -68.70, 60.15
63.90, -67.80, 59.70
63.90, -67.80, 59.70
63.90, -67.80, 59.70
65.55, -68.85, 59.25
65.55, -68.85, 59.25
65.55, -68.85, 59.25
65.55, -68.85, 59.25
